dataset,filename,emorin,lleboul,mtorte
ELAN,2020_10_05_20_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_10_06_09_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_10_06_10_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_10_06_15_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_10_06_16_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_10_07_16_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_10_07_19_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_10_08_00_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_10_08_04_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_10_08_09_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_10_08_20_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_10_08_22_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_10_09_14_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_10_11_04_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_10_11_15_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_10_12_23_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_10_13_19_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_10_14_17_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_10_14_18_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_10_15_02_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_10_15_05_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_10_15_21_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_10_16_03_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_10_16_05_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_10_16_08_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_10_16_22_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_10_17_01_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_10_17_05_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_10_17_18_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_10_18_01_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_10_19_05_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_10_19_16_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_10_19_23_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_10_21_02_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_10_21_05_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_10_21_07_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_10_22_05_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_10_22_09_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_10_22_13_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_10_22_15_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_10_22_21_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_10_22_22_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_10_23_07_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_10_23_14_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_10_23_23_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_10_24_05_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_10_24_14_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_10_24_19_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_10_25_02_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_10_26_17_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_10_28_08_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_10_28_12_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_10_28_13_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_10_28_17_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_10_28_19_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_10_29_19_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_10_30_04_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_10_30_16_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_11_01_16_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_11_01_18_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_11_01_23_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_11_02_00_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_11_02_08_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_11_02_10_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_11_02_19_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_11_03_00_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_11_03_11_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_11_04_01_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_11_04_13_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_11_05_08_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_11_05_14_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_11_06_00_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_11_06_04_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_11_06_12_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_11_07_07_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_11_07_10_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_11_07_12_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_11_08_00_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_11_08_03_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_11_09_00_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_11_09_19_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_11_09_20_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_11_09_23_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_11_10_02_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_11_10_15_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_11_10_16_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_11_11_15_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_11_12_02_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_11_12_04_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_11_12_07_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_11_12_08_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_11_12_13_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_11_13_07_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_11_13_16_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_11_14_01_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_11_14_05_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_11_14_09_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_11_15_04_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_11_15_18_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_11_17_06_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_11_17_07_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_11_18_11_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_11_18_14_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_11_19_01_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_11_19_09_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_11_20_03_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_11_20_09_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_11_20_12_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_11_21_00_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_11_21_21_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_11_22_10_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_11_22_11_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_11_22_14_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_11_23_07_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_11_23_08_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_11_23_09_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_11_23_17_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_11_24_10_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_11_24_17_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_11_24_18_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_11_24_22_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_11_24_23_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_11_25_04_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_11_25_17_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_11_25_21_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_11_25_23_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_11_26_07_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_11_27_15_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_11_28_16_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_11_29_04_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_11_29_05_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_11_29_08_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_11_29_20_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_11_30_02_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_11_30_05_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_11_30_13_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_12_02_00_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_12_03_19_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_12_03_23_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_12_04_13_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_12_05_14_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_12_06_00_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_12_06_05_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_12_07_00_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_12_07_04_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_12_07_16_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_12_08_02_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_12_08_09_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_12_09_07_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_12_09_20_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_12_09_21_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_12_10_11_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_12_10_12_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_12_10_20_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_12_11_06_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_12_11_21_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_12_11_22_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_12_14_02_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_12_14_10_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_12_14_19_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_12_15_01_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_12_15_11_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_12_15_21_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_12_16_00_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_12_16_13_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_12_16_14_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_12_16_17_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_12_17_16_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_12_17_17_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_12_17_18_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_12_17_23_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_12_18_06_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_12_18_07_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_12_18_11_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_12_18_16_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_12_18_20_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_12_19_11_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_12_19_17_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_12_20_03_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_12_20_06_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_12_21_09_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_12_21_10_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_12_21_13_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_12_21_21_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_12_22_01_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_12_22_02_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_12_22_05_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_12_22_10_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_12_22_19_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_12_23_10_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_12_23_23_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_12_25_18_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_12_26_06_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_12_28_01_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_12_28_04_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_12_28_12_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_12_28_17_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_12_28_18_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_12_29_01_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_12_30_01_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_12_31_18_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2020_12_31_23_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2021_01_01_00_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2021_01_01_18_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2021_01_01_20_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2021_01_02_00_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2021_01_02_02_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2021_01_02_14_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2021_01_03_00_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2021_01_03_08_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2021_01_03_15_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2021_01_03_21_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2021_01_04_04_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2021_01_04_21_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2021_01_04_23_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2021_01_05_19_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2021_01_05_23_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2021_01_06_03_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2021_01_06_12_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2021_01_06_22_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2021_01_07_12_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2021_01_07_15_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2021_01_08_09_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2021_01_09_00_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2021_01_10_06_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2021_01_10_15_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2021_01_10_23_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2021_01_11_04_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2021_01_12_18_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
ELAN,2021_01_13_04_00_00_000000+0000.wav,CREATED,FINISHED,CREATED
